url,title,publisher,doc_id,authors,keywords,abstract
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,"Effect of advanced manufacturing technology, concurrent engineering of product design, and supply chain performance of manufacturing companies",International Journal of Advanced Manufacturing Technology (2016) 86(1-4) 663-669,10.1007/s00170-015-8219-3,"['Singhry H', 'Abd Rahman A', 'Imm N', '']","['Advanced manufacturing technology', 'Concurrent engineering of product design', 'Manufacturing companies', 'Supply chain performance']","As competition shifts away between competitors to supply chains, simultaneous sharing of technical expertise on product design is key to manufacturing success. Thus, purpose of this study is to examine the mediating effect of concurrent engineering of product design (CEPD) on the relationship between advanced manufacturing technology (AMT) and supply chain performance (SCP). The paper is a cross-sectional study, and data was collected among top managers of manufacturing companies. Cluster and systematic random sampling techniques were used to select the respondents. Structural equation modeling (Amos graphic) was used for analysis. The study found a positive relationship between advanced manufacturing technology and supply chain performance, advanced manufacturing technology and concurrent engineering of product design, and concurrent engineering of product design and supply chain performance. It also concluded that concurrent engineering of product design is a full mediator between advanced manufacturing technology and supply chain performance."
https://www.mendeley.com/catalogue/e3b6b38f-0608-3cfb-8df6-b5bf94036104,The global supply chain: How technology and circular thinking transform our future,Production Planning & Control (2020) 31(7) 610-610,10.1080/09537287.2019.1655053,"['Caniato F', '']",[],"Supply Chain Management is the management of relationships in the network of organizations, from end customers through original suppliers, using key cross-functional business processes to create value for customers and other stakeholders."
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,Modeling the enablers of supply chain strategies and information technology: improving performance through TISM approach,VINE Journal of Information and Knowledge Management Systems (2020),10.1108/VJIKMS-06-2019-0082,"['Irfan M', 'Wang M', 'Zafar A', 'et al.See more']","['Competitive performance', 'ISM', 'IT capability', 'Information technology', 'Supply chain strategy', 'Textile industry']","Purpose: This study aims to investigate the hierarchical relationship between industry-specific attributes of supply chain (SC) strategies and information technology (IT) to improve the performance of firms in textile industry in Pakistan. Design/methodology/approach: This study presents a mix of enablers through literature review and experts’ opinions. Next, the driving and dependence powers of enablers were identified, using the interpretive structural modeling (ISM) approach. Findings: The ISM model suggests eight levels, with customer satisfaction at the top of the model. Process automation and TQM are placed at second and third level, respectively, whereas flexible sourcing and flexible capacity are positioned at fourth level. The key enablers of IT have high driving power, hence positioned at the bottom of ISM model. Originality/value: This study has value for firms in garment manufacturing and exporting industry to invest into IT and sustainable SC design for competitive performance. The theoretical and managerial implications are provided."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,A supply chain study of technology trust and antecedents to technology internalization consequences,International Journal of Physical Distribution and Logistics Management (2006) 36(4) 271-288,10.1108/09600030610672046,"['Lippert S', 'Forman H', '']","['Automotive industry', 'Supply chain management', 'Technology led strategy', 'United States of America']","Purpose - User uncertainty and risk are inherent in any technology adoption due to the perceived long-term consequences (LTC) associated with the internalization process. This study seeks to investigate antecedents of technology trust (TT) and perceived LTC associated with using a technology in order to understand the underlying attitudes and beliefs influencing supply chain members' trust in a specific information technology (IT). Design/methodology/approach - A theoretical model was tested through a survey of 449 supply chain members using an IT innovation for part-level visibility along the entire first-tier of a major US automotive supply chain. Findings - Empirical results confirm the basic structure of the model, including the role of TT impacting users' perceptions of LTC relative to internalizing the technology. Results also identify several uncertainty reducing antecedents of TT and perceived LTC including satisfaction with the existing system, task-technology fit, and prior similar experiences. Research limitations/implications - The study, although significant in terms of its power and the industry from which it is drawn, focuses on one-tier of a US automotive supply chain. It would be useful for future research in this area to include multi-tier supply chain members. Originality/value - This study represents an important first step in examining the relationship between uncertainty reduction relating to incorporating technology in the supply chain context. © Emerald Group Publishing Limited."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,TEDARİK ZİNCİRİNDE BLOK ZİNCİRİ TEKNOLOJİSİNİN UYGULANMASININ MALİYETLER ÜZERİNDEKİ ETKİSİ,International Journal of Management Economics and Business (2020) 16(1) 171-185,10.17130/ijmeb.700862,"['İRAK G', 'TOPCU Y', '']",[],"Rapid developments in technology have increased the expectations for a more efficient structure of the supply chain. The implementation of blockchain technology in the supply chain is expected to respond to these expectations. The aim of this study is to determine the gains in supply chain by applying block chain technology in supply chain and its effect on costs. In this context, the effect of the application of block chain technology in the supply chain on costs was examined by making a literature review. As a result of this study, it has been determined that block chain technology will provide a low cost and efficient structure to supply chain. (English) [ABSTRACT FROM AUTHOR]"
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,Information technology in supply chain management: a case study,Procedia - Social and Behavioral Sciences (2011) 25 257-272,10.1016/j.sbspro.2011.10.546,"['Tseng M', 'Wu K', 'Nguyen T', '']",[],"This study attempts to prove the impact of information technology (IT) in supply chain management (SCM). The criteria include the applications of IT to get the high firm performance comprising marketing performance, financial performance, and customer satisfaction. The fuzzy DEMATEL method is applied to show out the interrelationships among all of criteria. The result finds that advanced IT is the cause criteria leading to marketing performance and customer satisfaction. The implications give some considered elements to the Vietnam textile industry when apply IT. The limitations and directions for future research are included in the final section."
https://www.mendeley.com/catalogue/e3b6b38f-0608-3cfb-8df6-b5bf94036104,Understanding supply chain analytics capabilities and agility for data-rich environments,International Journal of Operations and Production Management (2019) 39 887-912,10.1108/IJOPM-01-2019-0025,"['Fosso Wamba S', 'Akter S', '']","['Big data', 'Supply chain agility']","Purpose: Big data-driven supply chain analytics capability (SCAC) is now emerging as the next frontier of supply chain transformation. Yet, very few studies have been directed to identify its dimensions, subdimensions and model their holistic impact on supply chain agility (SCAG) and firm performance (FPER). Therefore, to fill this gap, the purpose of this paper is to develop and validate a dynamic SCAC model and assess both its direct and indirect impact on FPER using analytics-driven SCAG as a mediator. Design/methodology/approach: The study draws on the emerging literature on big data, the resource-based view and the dynamic capability theory to develop a multi-dimensional, hierarchical SCAC model. Then, the model is tested using data collected from supply chain analytics professionals, managers and mid-level manager in the USA. The study uses the partial least squares-based structural equation modeling to prove the research model. Findings: The findings of the study identify supply chain management (i.e. planning, investment, coordination and control), supply chain technology (i.e. connectivity, compatibility and modularity) and supply chain talent (i.e. technology management knowledge, technical knowledge, relational knowledge and business knowledge) as the significant antecedents of a dynamic SCAC model. The study also identifies analytics-driven SCAG as the significant mediator between overall SCAC and FPER. Based on these key findings, the paper discusses their implications for theory, methods and practice. Finally, limitations and future research directions are presented. Originality/value: The study fills an important gap in supply chain management research by estimating the significance of various dimensions and subdimensions of a dynamic SCAC model and their overall effects on SCAG and FPER."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,Information technology and firm performance: the role of supply chain integration,Operations Management Research (2017) 10(1-2),10.1007/s12063-016-0122-z,"['Kim H', '']","['Firm performance', 'Information technology', 'Supply chain integration', 'Supply chain strategy']","This study analyzes the correlation among integrative information technology (IT), supply chain integration (SCI), and firm performance. The results show that integrative IT is positively associated with firm performance through SCI. However, the results of this study show that integrative IT does not have a positive correlation directly with firm performance. It is considered that in the relationship between integrative IT and firm performance, a new approach such as business process-oriented view arguing that performance is yielded through the primary influence of IT is necessary rather than a traditional view that sets up their direct correlations. The findings have the following implications. First, this study presents an endeavor to investigate the consequences of integrative supply chain strategy. Second, this study provides implications in decision making so that supply chain managers can use IT in an effective way."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Understanding 5G technology for future supply chain management,International Journal of Logistics Research and Applications (2020),10.1080/13675567.2020.1762850,"['Taboada I', 'Shee H', '']","['5G', 'Industry 4.0', 'Supply Chain 4.0', 'supply chain integration', 'supply chain management']","The high bandwidth and low latency features of 5G network are perceived to offer a unified platform for multiple device connectivity in real time. Despite the promising benefits of disruptive 5G wireless technology, literature on 5G-enabled supply chain management is scarce. The paper, therefore, explores the role of 5G and its impact on supply chain management through a systematic literature review. Various aspects of 5G technologies in an environment of Industry 4.0, Supply Chain 4.0 and supply chain processes are discussed. Bibliometric results reveal that 5G-enabled supply chain management is a very recent topic and published in a very limited way. We find that most studies have focussed on technical features of emerging 5G and its impact being conceptualised on Industry 4.0 and Supply Chain 4.0. Areas of future supply chain management research that can support 5G are discussed."
https://www.mendeley.com/catalogue/d83c4a2d-4657-3ad3-8696-0e28eaa03b19,Combined application of blockchain technology in fractional calculus model of supply chain financial system,"Chaos, Solitons and Fractals (2020) 131",10.1016/j.chaos.2019.109461,"['Chen T', 'Wang D', '']","['', '', '', '', '', '', '', '']","This paper mainly studies the application of fractional calculus system in the financial system of blockchain supply chain. Firstly, based on the blockchain supply chain game model, the paper introduces the theory of fractional calculus, establishes a three-dimensional supply chain fractional calculus game model which is closer to the actual situation, and analyzes its dynamics by using the theory of nonlinear dynamics. Learning characteristics, controlling the behavior of chaos. Finally, the dissertation, distributed storage, traceability, tamper-proof and intelligent contract features of blockchain technology are applied to the bank credit system to verify the feasibility of this system."
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,Understanding the Blockchain technology adoption in supply chains-Indian context,International Journal of Production Research (2019) 57(7) 2009-2033,10.1080/00207543.2018.1518610,"['Kamble S', 'Gunasekaran A', 'Arha H', '']","['Blockchain technology', 'supply chain management', 'technology acceptance model (TAM)', 'technology management', 'technology readiness index (TRI)', 'theory of planned behaviour (TPB)']","Blockchain technology (BT) is expected to bring a revolutionary paradigm shift in the manner the transactions are carried in the supply chains. BT provides better visibility and transparency by removing the disadvantages of trust related issues in a supply chain. In this paper, we advance the literature on BT and its adoption in the supply chain by developing, and statistically validating a model for understanding the user perceptions on BT adoption. The model is based on the integration of three adoption theories- technology acceptance model (TAM), technology readiness index (TRI) and the theory of planned behaviour (TPB). Based on a survey of 181 supply chain practitioners in India the proposed model was tested using structural equation modelling. The study found that the TRI constructs- Insecurity and discomfort have an insignificant effect on the perceived ease of use and usefulness. Perceived usefulness, attitude, and perceived behavioural control affect the behavioural intention. Subjective norm has a negligible impact on behavioural intention. This is one of the preliminary studies on BT adoption in supply chain and the findings imply that the supply chain practitioners perceive BT adoption free of efforts and would help them to derive maximum benefits for improving the supply chain effectiveness."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Blockchain technology improves supply chain finance for effective supply chain management,International Journal of Psychosocial Rehabilitation (2020) 24(6) 6208-6218,14757192,"['Lihong Y', 'Selamat M', '']","['Blockchain', 'Integration', 'Smart contract', 'Supply chain finance', 'Transaction']","Under competitive global environment increasing pressures like short-term financing needs push companies trying hard to release potential fund within supply chains. The next frontier to improve productivity is then connected to the new concept of supply chain finance. Better visibility, authenticity, immutability, transparency and other features originated from blockchain technology have a special meaning to the complex transaction patterns of the supply chain. Together with smart contract, blockchain technology will improve the quality of supply chain finance by resolving issues like disadvantages of trust, enabling greater efficiency in financing activities, and avoiding fraudulency. This paper's intention is to produce a conceptual framework of effective supply chain management with blockchain-facilitated supply chain finance. How to establish a new ecosystem will be explored to find an optimal situation for buyers, suppliers and financiers to improve liquidity, product offering, and capital allocation throughout the value chain. As the Industrial 4.0 is bringing so many changes we believe the blockchain-driven supply chain will get more prosperous in global business."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Barriers to adoption of blockchain technology in green supply chain management,Journal of Global Operations and Strategic Sourcing (2020),10.1108/JGOSS-06-2020-0027,"['Bag S', 'Viktorovich D', 'Sahu A', 'et al.See more']","['Barriers', 'Blockchain technology', 'Green supply chain management', 'Multi-criteria decision-making', 'integrated Fuzzy-DEMATEL']","Purpose: The purpose of this study is to identify the barriers to the adoption of blockchain technology in green supply chain management (GSCM) and further analyze the cause and effect relationship to prioritize the barriers for making strategic decisions. Design/methodology/approach: The study examines 15 potential barriers related to the adoption of blockchain in GSCM which is identified from the literature review and finalized after subsequent discussions with industry professionals. Integrated Fuzzy-Decision-Making Trial and Evaluation Laboratory approach is used to analyze cause and effect relationships and prioritize the barriers. Fuzzy set theory is used to handle the uncertainty and vagueness associated with the personnel biases and data deficiency problems. Three small to medium enterprises’ (SMEs’) are considered for gathering data and further analyzing the crucial barriers that are impeding the adoption of blockchain technology in GSCM. Findings: The findings reveal that “lack of management vision” and “cultural differences among supply chain partners” are the most influencing barriers, whereas; “collaboration challenges” and “hesitation and workforce obsolescence” are the most influential barriers in the adoption of blockchain in GSCM. Research limitations/implications: The study is developed based on 15 selected barriers which were further tested using data from three SMEs’ in the emerging economy of India. The adoption of blockchain technology in GSCM is at a nascent stage and more research studies are necessary to extend the knowledge base. Practical implications: Managers need to eliminate the barriers and extend the blockchain technology application in GSCM. Managers need to develop the mission and vision of the company by doing proper alignment of blockchain technology with GSCM goals. Second, managers need to make strong collaborations and remove the hesitation and workforce obsolescence barrier by providing the right education and pieces of training. Originality/value: Blockchain technology in GSCM is in a nascent stage. This study extends the knowledge base by identifying and further prioritizing the leading blockchain barriers that need to be overcome for effectively adopting blockchain in GSCM."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,Technology designed to combat fakes in the global supply chain,Business Horizons (2013) 56(2) 167-177,10.1016/j.bushor.2012.11.010,"['Li L', '']","['', '', '', '']","With the increase of globalization in trading and online shopping, phony products are on the rise in the market. This article introduces a range of technologies that have been implemented in the supply chain to deter counterfeiters. Technology for both product authentication and tracing and tracking products in the supply chain will be discussed, along with the advantages and disadvantages of each solution. Additionally, success stories on combating counterfeits are introduced. Finally, issues related to rising anti-counterfeiting costs, collaborative efforts in fighting fakes, and a multi-pronged plan are explored. © 2012 Kelley School of Business, Indiana University."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,Technology assessment of blockchain-based technologies in the food supply chain,Journal of Cleaner Production (2020) 269,10.1016/j.jclepro.2020.122193,"['Köhler S', 'Pizzol M', '']","['', '', '', '']","Beyond the financial domain, the application of blockchain is highly relevant in supply chain traceability, but the trade-offs between implementation challenges and achievable impact remain unclear. In this study, six cases of blockchain-based technologies in the food supply chain were analyzed applying a technology assessment framework that distinguishes between four different components of a technology: technique, knowledge, organization, and product. The study intends to provide new critical insights on how blockchain-based technologies can be implemented in the food supply chain and to further the discussion of social and environmental implications of blockchain-based technologies. The results highlight how blockchain is not a stand-alone-technology, but rather one element in a system of technologies. While blockchain-based technologies are expected to bring a variety of impacts, only some are directly attributable to the blockchain element: increased transparency, traceability, and trust. Other impacts such as improved data management are a side-effect of digitizing non-digital processes. Further research is needed to confirm whether blockchain-based technologies bring the expected sustainability improvements in food supply chains."
https://www.mendeley.com/catalogue/d83c4a2d-4657-3ad3-8696-0e28eaa03b19,Agri-food supply chain traceability for fruit and vegetable cooperatives using Blockchain technology,"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa (2019) (95) 71-94",10.7203/CIRIEC-E.95.13123,"['Borrero J', '']","['Agriculture Supply Chain', 'Blockchain', 'Cooperatives', 'Food Traceability', 'Proof of Concept', 'Smart Agriculture', 'Smart Contract', 'Trust-building']","Objectives Blockchain is considered today a disruptive technology that has the capacity to transform the agri-food industry, since it promises to solve many problems related to the lack of trust in the product that consumers acquire. However, the parties involved in the agrifood supply chain are numerous and physically dispersed, which makes data and information management difficult. As a result, the production process is not transparent and trust is difficult to build. In the horticultural sector, technological innovation in traceability is crucial from a economical point of view. An increasing demand in society for greater information about food reflects the need for more transparency. At the same time, more and more fresh products are accompanied by a variety of certification schemes, with an increasing risk of fraud and adulteration. Within this context, cooperatives of fresh fruits and vegetables can gain additional benefits from the implementation of blockchain technology. This paper seeks to make an initial contribution to the emerging public debate on this issue by providing an overview of blockchain and its application in agriculture, examining implications for food transparency and identifying some potential challenges for agri-food cooperatives. Based on the above reasons, the main purpose of this article is to conceptualize, design and test a traceability system of the agri-food supply chain based on blockchain technology that helps agri-food cooperatives to improve transparency regarding the origin and the processes incorporated into the product. Methodology A new model that involves blockchain and a smart contract to coordinate the tracking of food in the agriculture supply chain is presented in this paper. The food supply chain involves many different actors such as farmers, manufacturers, logistics, wholesalers, resellers, retailers and supermarkets. This system is currently inefficient and unreliable. In the current situation, much of the data and information on compliance are recorded on paper or stored in a centralized database. Through the development of a Proof of Concept (PoC) in the field of agri-food supply chain traceability, the possible implications of the blockchain are explored. The PoC based on a case related to the berries of southern Spain is developed through the construction of a demonstrator that monitors the different nodes involved in the supply chain. The demonstrator is based on a previous analysis of the berries supply chain and the interactions between farmers, the cooperative, its certifiers, logistics providers, retailers and supermarkets, in order to allow a digital representation of a batch of berries to be associated with a unique and immutable digital certificate. To prove the origin and the traceability of the berries production and to be able to customize the roles of each actor in the supply chain with blockchain, the PoC concept was developed in a Spanish farmers cooperative with a permissioned ledger (hyperledger) and a smart contract. Results At the moment, few would question the relevance of blockchain to agri-food. The main question of adopting blockchain technology in the traceability of goods in the agri-food supply chain, is related to the added value compared to existing ICT (Information and Communication Technologies) solutions. This PoC has shown that it is feasible to incorporate basic information from the field and manufacturing processes, packaging and shipping into a chain of blocks with an authorized general ledger and a smart contract. Compared to traditional situations with centralized databases, the PoC demonstrator shows how blockchain can be used to ensure that different agents share the same level of information about the validity and provenance of inviolable certificates. This new supply chain architecture via blockchain can provide the relevant data to the participants, it can maintain confidentiality and can spread data effectively among the participants that use the blockchain technology. Therefore, the PoC pilot demonstrated that the blockchain technology could be used successfully in that context. Furthermore, given the experimentation carried out, it was shown that a medium-sized server (eg VPS in cloud) could function properly as a node for the purposes of this type of use case. There was also no need for special hardware, and the software infrastructure (eg Hyperledger Fabric) is open source and for free. During the development of the PoC, it was learned that it is important to maintain periodic dialogues between stakeholders in order to achieve a better understanding of the interests of each one and to identify common bases for the application of blockchain. The experience in this project shows that the meetings, in which different stakeholders presented and debated different use cases, are a good mechanism for expanding the agri-food blockchain ecosystem. Conclusions The advantage of this model over the centralized models is that all the products are tracked with blockchain and with this traceability it is possible to give confidence to the final consumers about the origin of the products because all the data and transactions carried out in the chain are recorded in the blockchain and managed through a smart contract. The PoC shows that this system is efficient, safe, transparent and avoids intermediaries, which results in lower costs while generating greater confidence in retailers, supermarkets and consumers, which is particularly beneficial for small farmers and cooperatives The research findings contribute to a better understanding of the blockchain technology for the various stakeholders in the fresh food chain, especially for cooperatives, being an opportunity for the improvement of reputation and competitiveness in a highly globalized economy. Several limitations were found for the PoC demonstrator. First, the amount of data and information that is shared is very limited. As with most PoC pilots, the project has not yet been able to demonstrate how the system would work when handling a large number of transactions. In addition, our demonstrator focused on a single smart contract. In practice, however, multiple smart contracts would need to be implemented for the different contractual relationships and to keep the transaction data visible only to the relevant subset of participants. Mistakes in the smart contract design have also shown that testing, validation and rigorous semantics are essential to avoiding significant damage to business relationships. Finally, to take full advantage of the power of blockchain, the adoption of this technology by several cooperatives is recommended. Most cooperatives are too small or have a lack of knowledge to invest in blockchain by themselves. In summary, blockchain is a promising technology for the competitiveness of cooperatives. The near future will show if blockchain technology will become a reliable and transparent way to provide a differential value for agri-food cooperatives."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,Weight reduction technology and supply chain network design under carbon emission restriction,Annals of Operations Research (2020) 290(1-2) 567-590,10.1007/s10479-017-2696-8,"['Han S', 'Jiang Y', 'Zhao L', 'et al.See more']","['Carbon emission', 'Product development', 'Supply chain networks', 'Sustainability', 'Weight-reduction technology']","As policies and regulations related to environmental protection and resource constraints are becoming increasingly tougher, corporations may face the difficulty of determining the optimal trade-offs between economic performance and environmental concerns when selecting product technology and designing supply chain networks. This paper considers weight reduction technology selection and network design problem in a real-world corporation in China which produces, sells and recycles polyethylene terephthalate (PET) bottles used for soft drinks. The problem is addressed while taking consideration of future regulations of carbon emissions restrictions. First, a deterministic mixed-integer linear programming model is developed to analyze the influence of economic cost and carbon emissions for different selections in terms of the weight of PET bottle, raw material purchasing, vehicle routing, facility location, manufacturing and recycling plans, etc. Then, the robust counterpart of the proposed mixed-integer linear programming model is used to deal with the uncertainty in supply chain network resulting from the weight reduction. Finally, results show that though weight reduction is both cost-effective and environmentally beneficial, the increased cost due to the switching of the filling procedure from hot-filling to aseptic cold-filling and the incumbent uncertainties have impacts on the location of the Pareto frontier. Besides, we observe that the feasible range between economic cost and carbon emission shrinks with weightreduction; and the threshold of restricted volume of carbon emission decreases with the increase of uncertainty in the supply chain network."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,Interaction effects between supply chain capabilities and information technology on firm performance,Information Technology and Management (2019) 20(2) 91-106,10.1007/s10799-018-0294-3,"['Oh S', 'Ryu Y', 'Yang H', '']","['IT productivity', 'Moderation effects', 'Supply chain management']","Information technology (IT) has been viewed as a source of strategic and tactic forces that improve supply chain management. Previous studies, however, do not necessarily agree on effects of IT-driven supply chain capabilities on firm performance. To better evaluate the contribution of supply chain and IT toward firm performance, we propose a research model that emphasizes the interaction effects between supply chain and IT on firm performance. It is because we conjecture the existence of the synergy effects between supply chain management and IT functions. The proposed model is tested with survey data collected from manufacturing firms’ supply chain managers. The results verify significant moderation effects of IT characteristics on the relationship between supply chain capabilities and firm performance."
https://www.mendeley.com/catalogue/c5045303-e187-3c49-8a56-c39d8301fd3f,The Effects of Top Management Commitment on Operational Performance Through the Use of Information Technology and Supply Chain Management Practices,SHS Web of Conferences (2020) 76 01009,10.1051/shsconf/20207601009,"['Darmasaputra Leksono F', 'Siagian H', 'Josowanto Oei S', '']",[],"The company's performance must be continuously improved to be able to face the increasingly fierce global competition. The improvement of the company's performance can be made by implementing supply chain practices. The implementation of supply chain practice is a policy set by the company's top management by making the system integrated. Integration of all functions, internally and externally, is done by using integrated information technology. This study takes data from companies in East Java, engaged in machinery that has a workforce of more than 100 people categorized as medium and large companies. Respondents were set on employees with a minimum of 2 yr of working experience and a middle manager position. There were 55 respondents in this study, with data analysis using partial least square (PLS) to test the research hypothesis. The result of the data processing found that the commitment of top management affects the supply chain practices and the use of information technology. This is because the management has shown its commitment by providing the necessary human resources. The top management commitment directly influences the company's operational performance. The use of information technology directly affects supply chain practices and the company's operational performance. Supply chain practices affect the company's operational performance. This is because the company has carried out the process of information sharing with the company's suppliers to control and facilitate the procurement of quality raw materials."
https://www.mendeley.com/catalogue/973c2f5a-0324-37c4-8c1c-3721a2ff1a65,The information technology in supply chain integration: Case study of reda chemicals with Elemica,International Journal of Supply Chain Management (2014) 3(1) 62-69,20507399,"['Rashad W', 'Gumzej R', '']","['B2B business', 'Collaboration', 'Information technology', 'Logistics', 'Supply chain integration']","The main objective of this article is to highlight the role of information technology in the supply chain, specifically in the B2B business automation, which is helping supply chains to achieve global integration. The benefits of this approach to improve the performance of supply chains are explained in this article through a case study of Reda chemicals using Elemica supply chain integration solutions for B2B automation. A qualitative approach is used to evaluate nodes in the supply chain integration and the results of the case study as well. The findings of this research are mainly comprised by two facts: (1) the information technology is essential for supply chain integrations and (2) it was established by our case study that using B2B business automation has led to significant improvement of the supply chain. The main contribution of this research lies in developing best practices of supply chain integrations using B2B automation."
https://www.mendeley.com/catalogue/e3b6b38f-0608-3cfb-8df6-b5bf94036104,Adopting new technologies for supply chain management,Transportation Research Part E: Logistics and Transportation Review (2003) 39(2) 95-121,10.1016/S1366-5545(02)00041-8,"['Patterson K', 'Grimm C', 'Corsi T', '']","['Supply chain management', 'Technologies']","Integration of supply chain activities and the technologies to accomplish it have become competitive necessities in most industries. Accordingly, the trend toward greater use of supply chain technologies is on a clear path forward. As one manager has noted: ""With almost daily technology advancement globally in every facet of the business, organizations need to synchronize by adopting and implementing new electronic commerce and supply chain technology in order to protect market share, not to mention improve market penetration"". This paper develops a model of the key factors influencing the adoption of supply chain technology. The following set of variables were hypothesized to have a significant impact upon the pace of technology adoption: Firm size, organizational structure, integration of supply chain strategy with overall corporate strategy, past financial performance, supply chain partner pressure, transaction climate and environmental uncertainty. The model provides a better understanding of the supply chain technology difusion process. The paper also includes a survey, which has been developed to test the model. © 2003 Elsevier Science Ltd. All rights reserved."
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,Understanding users' behaviors regarding supply chain technology: Determinants impacting the adoption and implementation of RFID technology in South Korea,International Journal of Information Management (2010) 30(5) 388-398,10.1016/j.ijinfomgt.2010.02.008,"['Kim S', 'Garrison G', '']","['', '', '', '', '', '']","Radio Frequency Identification (RFID), once a niche technology, is rapidly gaining the attention of retailers as a key enabler in their supply chain. As RFID moves into the mainstream, it is poised to replace the standard barcode as the technology that identifies and tracks products throughout the supply chain. In an attempt to gain competitive advantages, some retailers have begun the transition to RFID while others have been reluctant to embrace it. This study investigates South Korean retailers to identify key organizational characteristics that positively drive the evaluation of RFID. Further, this study assesses the impact one's evaluation has on the adoption and integration of RFID within their respective firm. Results from 278 adopting organizations show organizational needs (Ubiquity and Performance Gaps), perceived factors (Benefits and Cost Savings), and organizational readiness (Financial Resources and Technological Knowledge) have a significant influence on RFID Evaluation; and evaluation impacts its adoption, and integration. © 2010 Elsevier Ltd. All rights reserved."
https://www.mendeley.com/catalogue/9225d55b-8562-3347-b3b5-21e532dbcf82,"Introduction to Innovation WITHIN and ACROSS Borders: A Review and Future Directions Subject Areas: Innovation, New Product Development, New Service Development, Supply Chain, and Technology Management",Decision Sciences (2015) 46(2) 225-265,0011-7315,"['Carrillo J', 'Druehl C', 'Hsuan J', '']","['and technology management', 'development', 'innovation', 'new product development', 'new service', 'supply chain']","Innovation is an integral part of every firm's ongoing operations. While new product and service creation is an essential task to ensure a firm's immediate success in the marketplace, process and supply chain innovations can also create a unique source of competitive advantage for the future. Encouraging innovative thinking, developing new innovations, and managing the processes by which those innovations are developed are critical aspects of today's firm. Consequently, research which aids in the creation and maintenance of innovative firms is an important topic of inquiry for research communi-ties on innovation management, including the operations management and information systems communities. We review the literature in this important area and offer sugges-tions for future research on the following topics: innovation within a firm and across the supply chain, technology management, and new product and service development."
https://www.mendeley.com/catalogue/f85f3983-fccd-3d8e-b167-86c2dcab1b37,Equilibrium of technology innovation in a three-echelon supply chain,International Journal of Systems Science: Operations and Logistics (2016) 3(1) 1-12,10.1080/23302674.2015.1021288,"['Feng W', 'Gunasekaran A', 'Ji G', '']","['equilibrium', 'technology innovation', 'three-echelon supply chain']","This paper combines technology innovation with supply chain and defines a three-echelon supply chain involving two echelons' technology innovations, which received little research before. Moreover, we not just divide technology innovation into incremental technology innovation and breakthrough technology innovation; we also assume different echelon may take different kinds of technology innovations, which has a lot of practical significance. In order to find the equilibrium of technology innovation, we first introduce the concept of contribution of synergy, and then we analyse every echelon's contribution to technology innovation, at last, the equilibrium of technology innovation is put forward by introducing a circular model of technology innovation. Our circular model of technology innovation is proved useful in evaluating the equilibrium of technology innovation."
